rank,wcaId,name,single,average,single_score,average_score
2473,2014OLEA01,Marco Iván,622.03,664.09,40.95,42.68
2474,2015EMRI01,Lucas Emrich,622.11,662.64,40.94,42.89
2475,2015GOLO03,Nikolay Golovenko,622.33,713.46,40.91,36.01
2476,2014PEAR02,Maverick Pearson,622.37,678.45,40.9,40.65
2477,2017ARNO02,Jonathan D.,622.45,669.81,40.89,41.87
2478,2016STER02,Alex Stern,622.59,673.88,40.87,41.29
2479,2011WANG49,Jingang Wang,622.71,678.09,40.85,40.7
2480,2016BRIN04,Chris Van,622.71,668.64,40.85,42.03
2481,2017MORG07,Nathanael Morgan,622.73,683.76,40.85,39.92
2482,2013MART02,Rubén Moreno,623.1,683.85,40.79,39.91
2483,2015PALE01,Ethan Palendeng,623.29,648.1,40.76,45.03
2484,2015OLIV20,Henrique Luiz,623.47,674.92,40.73,41.15
2485,2010LIYO01,Yongxiang Li,623.73,673.46,40.69,41.35
2486,2010SANC01,Juan Sanchez,624.75,689.06,40.54,39.2
2487,2016GALL08,Raul Salguero,624.79,671.12,40.53,41.68
2488,2018WANB01,Bowen Wan,624.89,668.55,40.52,42.05
2489,2019SAMU06,Dada Ayooluwa,624.91,671.93,40.52,41.57
2490,2017CUES02,Luis Fernando,624.98,722.18,40.5,34.92
2491,2016CAST04,Jairo Paez,625.18,691.55,40.47,38.86
2492,2012JONE03,Ryan Jones,625.38,670.96,40.44,41.7
2493,2010STAS01,Vasily Stasyev,625.43,693.42,40.44,38.61
2494,2007JAME01,Patrick Jameson,625.53,679.87,40.42,40.46
2495,2009KOBA02,Yuuki Kobayashi,625.58,664.15,40.41,42.68
2496,2016CAST31,Samuel Hernandez,625.65,682.35,40.4,40.11
2497,2012COOK01,Dylan Cook,625.71,674.57,40.39,41.19
2498,2014MILL04,Chris Mills,625.71,712.91,40.39,36.08
2499,2017SUAR02,Uriel Santana,625.73,694.26,40.39,38.5
2500,2017OSTD02,Jason Ostdiek,625.95,694.85,40.36,38.42
2501,2018WILK07,Owen Wilkins,625.97,660.15,40.35,43.25
2502,2016GRAB01,Tobija Graber,626.02,682.07,40.35,40.15
2503,2016MRUG01,Eduard Mrug,626.06,678.45,40.34,40.65
2504,2011SVEN02,Johan Svensson,626.17,716.68,40.32,35.61
2505,2009MAHO01,Trevor Mahoney,626.25,673.15,40.31,41.39
2506,2013LICH01,Chunxiao Li,626.28,675.0,40.31,41.13
2507,2014VUKO01,Filip Vuković,626.32,675.34,40.3,41.09
2508,2019PHAM02,Nguyen Pham,626.34,669.06,40.3,41.97
2509,2016WANG81,Zihan Wang,626.54,667.74,40.27,42.16
2510,2019BANG01,Andrew Tan,626.55,683.83,40.27,39.91
2511,2015SWAI01,Ian Swain,626.75,668.99,40.24,41.98
2512,2014ROME06,Alejandro Romero,627.06,655.7,40.19,43.9
2513,2017MANI03,Aarin Manik,627.08,695.43,40.19,38.35
2514,2016ZHIT01,Maria Zhits,627.28,660.65,40.16,43.18
2515,2016HNID01,Volodymyr Hnidko,627.29,659.89,40.16,43.29
2516,2015WANZ03,Zhao Wang,627.49,676.65,40.13,40.9
2517,2010ADHI01,Stephen Adhisaputra,627.67,685.19,40.1,39.72
2518,2018STOI03,Mihail Stoicescu,627.81,709.14,40.08,36.56
2519,2014STRA03,Felix Strasser,627.83,674.51,40.07,41.2
2520,2019ROEJ02,Jack Roe,628.03,666.39,40.04,42.35
2521,2013VALA01,Carlos Macias,628.1,690.7,40.03,38.98
2522,2010MAAL01,Alan Ma,628.13,704.16,40.03,37.2
2523,2013ZHAN22,Mingyuan Zhang,628.15,680.13,40.03,40.42
2524,2013BARK01,Justin Barker,628.22,672.26,40.02,41.52
2525,2010FEUE01,Nils Feuer,628.36,676.0,39.99,40.99
2526,2015MEHT08,Yash Mehta,628.74,683.69,39.94,39.93
2527,2011RECH01,Nick Rech,629.0,677.45,39.9,40.79
2528,2013CHEN61,Bo-Jun Chen,629.07,684.72,39.89,39.79
2529,2014BILG01,Jason Bilgrei,629.11,674.37,39.88,41.22
2530,2017MAST04,Sarthak Masta,629.12,677.16,39.88,40.83
2531,2014JIAN04,Harry Jiang,629.12,681.07,39.88,40.29
2532,2015HEIH01,Harold Kwok,629.37,666.08,39.84,42.4
2533,2014KOVA07,Bence Kovács,629.43,682.86,39.83,40.04
2534,2010LIUY04,Yusheng Liu,629.61,669.18,39.81,41.96
2535,2013MINT01,Deni Mintsaev,629.78,690.68,39.78,38.98
2536,2014RAPO01,Tommaso Raposio,629.85,684.55,39.77,39.81
2537,2016KLOE01,Pim Kloet,630.07,669.67,39.74,41.89
2538,2009ROCH01,Julien Rochette,630.22,686.16,39.72,39.59
2539,2017HIEU12,Nông Thuận,630.24,665.2,39.71,42.52
2540,2011DIGI01,Digi Digiev,630.35,677.14,39.7,40.84
2541,2010TAES01,Lee Tae-Sub,630.39,685.26,39.69,39.72
2542,2013YUAN06,Zheng Yuan,630.62,690.49,39.66,39.01
2543,2016MILL17,Kyle Miller,630.63,667.59,39.65,42.18
2544,2019KATY01,Devansh Katyal,630.68,685.79,39.65,39.64
2545,2013JOHN07,Jayden Johnson,630.71,693.56,39.64,38.59
2546,2009DIMP01,Mariano D'Imperio,630.73,697.13,39.64,38.12
2547,2012LIVS01,Laurence Livsey,630.84,714.58,39.62,35.87
2548,2010WUJI01,Jiawen Wu,630.99,688.78,39.6,39.24
2549,2015KANY01,Yikuan Kan,631.03,702.7,39.6,37.39
2550,2016KAIS03,Michael Kaiser,631.47,691.42,39.53,38.88
2551,2009HIMT01,Tse Shun,631.48,685.65,39.53,39.66
2552,2015PERU02,Vittorio Maria,631.5,679.37,39.53,40.53
2553,2008SAMP01,Bradley Sampson,631.52,693.05,39.52,38.66
2554,2017CONN04,Christopher Connolly,631.52,682.1,39.52,40.15
2555,2014NISJ01,Georg Aarnes,631.52,682.4,39.52,40.11
2556,2016JOHN26,Jake Johnston,631.53,697.12,39.52,38.12
2557,2010MOFF02,Zoé de,631.64,669.52,39.5,41.91
2558,2017ALVA25,Ronald Josué,631.64,689.48,39.5,39.14
2559,2013BANO01,Alan Scott,631.87,669.76,39.47,41.87
2560,2015SHIN07,Robert Shindelar,631.9,656.07,39.47,43.85
2561,2012MEES01,Tiemen De,631.91,682.92,39.46,40.04
2562,2015DENG04,Chuhaolun Deng,632.09,670.12,39.44,41.82
2563,2012JIAN06,Sheng Jiang,632.13,681.1,39.43,40.29
2564,2015SEBE01,Martin Šebesta,632.27,676.1,39.41,40.98
2565,2017SHOS01,Vladislav Shoshin,632.45,691.39,39.38,38.89
2566,2016TARI02,Daniel Tarifa,632.51,682.24,39.37,40.13
2567,2015HUGH02,Henry Hughes,632.58,663.33,39.36,42.79
2568,2017HEYU03,Bae Chan,632.61,694.19,39.36,38.51
2569,2015SAMO01,Daniel Samoszyn,632.7,672.32,39.35,41.51
2570,2013BAYA01,Ariunbold Bayanmunkh,632.95,674.54,39.31,41.2
2571,2008TROM01,Péter Trombitás,633.06,700.96,39.29,37.62
2572,2017PREI01,Jeremias Preisler,633.25,729.35,39.27,34.05
2573,2017TITO01,Alexey Titow,633.28,721.19,39.26,35.05
2574,2012GAOK01,Kaiyang Gao,633.52,715.02,39.23,35.81
2575,2019SHEV02,Ivan Shevchuk,633.76,668.63,39.19,42.03
2576,2012WIDY01,Septian Bagus,633.95,672.22,39.16,41.53
2577,2011MASS01,Nikolay Masson,634.05,675.72,39.15,41.03
2578,2014JOSO01,Don Angelo,634.11,675.4,39.14,41.08
2579,2017TRUN08,Nguyễn Giang,634.15,662.84,39.13,42.86
2580,2017GUTI13,Hazel Moises,634.4,688.23,39.1,39.31
2581,2015MAPE01,Felipe Mapelli,634.8,679.04,39.04,40.57
2582,2011NATH01,Marshal Nathan,634.88,683.87,39.02,39.91
2583,2018YUAN10,Ziwei Yuan,634.88,672.08,39.02,41.55
2584,2013PERE05,Borja Perez,635.1,670.79,38.99,41.73
2585,2014ZHEN06,Haotian Zheng,635.11,695.4,38.99,38.35
2586,2019OLES03,Piotr Oleszczuk,635.21,691.26,38.98,38.9
2587,2017BREI01,Jade Breitstein,635.27,777.61,38.97,28.67
2588,2017KOLE01,Andrey Kolevatykh,635.36,689.79,38.95,39.1
2589,2017WICH01,Mateusz Wich,635.36,679.91,38.95,40.45
2590,2018IMAN01,Timur Imanov,635.39,670.06,38.95,41.83
2591,2015NAEV01,Martin Nævdal,635.43,684.95,38.94,39.76
2592,2017YARY01,Alexey Yarygin,635.76,686.33,38.89,39.57
2593,2016ZHUB01,Bodun Zhu,635.9,691.62,38.87,38.85
2594,2013LING03,Jing-Heng Ling,635.91,691.98,38.87,38.81
2595,2014POCH02,Dmytro Pochapskyi,636.03,705.9,38.86,36.97
2596,2016ZHOU21,Huizhong Zhou,636.18,693.15,38.83,38.65
2597,2008MANA02,Jules Manalang,636.19,702.97,38.83,37.35
2598,2015HOAN01,Nguyễn Huy,636.29,698.12,38.82,37.99
2599,2014GANE04,Rithvik Ganesh,636.45,718.51,38.79,35.38
2600,2018GOME29,Frederico Canal,636.47,683.59,38.79,39.94
2601,2016ANNO01,Matthijs Annot,636.61,680.13,38.77,40.42
2602,2013SHAR03,Ruobing Sha,636.61,685.85,38.77,39.63
2603,2019HOLL01,Ben Fabio,636.72,698.63,38.75,37.92
2604,2017JARN01,Thomas Sonnenberg,637.59,784.87,38.63,27.94
2605,2014GUER06,David Stiven,638.0,709.12,38.57,36.56
2606,2013SOMA05,Ansuman Somasundaram,638.48,671.4,38.5,41.64
2607,2011CHEN54, ,638.51,700.79,38.49,37.64
2608,2012WODA01,Wojciech Włodarczyk,638.59,684.02,38.48,39.88
2609,2018OLOU01,Conor O'Loughlin,638.62,691.91,38.48,38.82
2610,2014DING02,Xingyan Ding,638.92,702.35,38.43,37.44
2611,2017GUER17,Gerardo Saul,638.93,689.91,38.43,39.08
2612,2014RAOY01,Yujie Rao,639.07,709.84,38.41,36.47
2613,2016SEGR01,Mano Ségransan,639.13,682.67,38.4,40.07
2614,2016WADA01,Shunsuke Wada,639.44,683.07,38.36,40.01
2615,2012CHAN10,Jia-Chuan Chang,639.59,708.6,38.33,36.63
2616,2015ELIA08,Sulaiman Elias,639.75,679.79,38.31,40.47
2617,2015ZHEN02,Fangze Zheng,639.9,686.65,38.29,39.53
2618,2014LUNK01,Pritesh Lunkad,640.03,694.68,38.27,38.45
2619,2012KRIS11,Michael Kristel,640.09,695.24,38.26,38.37
2620,2010CHAW02,Nathapat Chawawiwat,640.1,695.45,38.26,38.34
2621,2017MERI01,Eduardo Arturo,640.28,691.23,38.23,38.91
2622,2018DHON01,Romain D'hondt,640.28,731.51,38.23,33.79
2623,2018CECH01,Dan Alexandru,640.43,704.05,38.21,37.21
2624,2013BEAT01,Trenton Beatty,640.73,685.05,38.17,39.74
2625,2019WENZ01,Hendrik Wenzel,640.98,686.3,38.13,39.57
2626,2017FUHO01,Hongyuan Fu,640.99,695.34,38.13,38.36
2627,2014VEGA01,Victor Eduardo,641.43,675.37,38.07,41.08
2628,2016COST11,Benjamin Costantini,641.52,679.31,38.05,40.53
2629,2014MAYO01,Ethan Mayo,641.62,699.37,38.04,37.83
2630,2014ZHYH01,Dmytro Zhyhai,641.64,716.94,38.04,35.57
2631,2015ZHAO04,Qing Zhao,641.66,691.07,38.03,38.93
2632,2014BORG02,Federico Borgogni,641.68,678.47,38.03,40.65
2633,2017AGUI18,Oscar Rene,641.71,674.25,38.03,41.24
2634,2017MACH12,Levi Jhair,642.16,708.8,37.96,36.6
2635,2016PRIE04,David Zaheri,642.18,706.68,37.96,36.87
2636,2010KLAE01,Arut Klaewkasetkorn,642.56,702.2,37.9,37.45
2637,2017GENG01,Hua Geng,642.64,689.04,37.89,39.2
2638,2017PETU02,Óskar Pétursson,642.81,690.73,37.87,38.97
2639,2007SUGA01,Nobuaki Suga,642.82,689.35,37.87,39.16
2640,2016TUCH02,Cheung-Hao Tu,643.25,697.13,37.81,38.12
2641,2014AVIL05,Mauricio Ademar,643.36,675.19,37.79,41.11
2642,2019ELVE03,Nathan Elverud,643.4,695.49,37.78,38.34
2643,2016BESP01,Nikita Bespalov,643.5,705.43,37.77,37.04
2644,2016NAUD01,Edvinas Naudžiūnas,643.59,676.02,37.76,40.99
2645,2015MEJI04,Juan David,643.64,686.74,37.75,39.51
2646,2018JERN01,Jakob Jernsletten,643.73,709.15,37.74,36.56
2647,2016GARC21,Javi Pelegrín,643.76,713.16,37.73,36.05
2648,2013CHEN50,Junzhuo Chen,643.85,683.22,37.72,39.99
2649,2011SOBR01,Alrimar Dias,644.03,687.88,37.69,39.36
2650,2010EVEL01,Joshua Evely,644.17,687.17,37.67,39.46
2651,2017ANHT02,Trương Bảo,644.24,699.2,37.66,37.85
2652,2010STOL01,Cameron Stollery,644.29,726.62,37.66,34.38
2653,2012GRUB01,Matthias Gruber,644.32,711.05,37.65,36.32
2654,2018BROE01,Siem Broeder,644.41,691.15,37.64,38.92
2655,2016DORS01,Jan van,644.42,752.9,37.64,31.32
2656,2015COSI01,José Manuel,644.69,705.08,37.6,37.08
2657,2015PAVE01,Daniel Pavelich,644.75,694.02,37.59,38.53
2658,2008HANK01,Kanneti Sae,644.96,703.41,37.56,37.3
2659,2016FLOU01,Antoine Floure,644.97,726.32,37.56,34.42
2660,2016LUDE01,Alexander Ben,644.97,689.66,37.56,39.12
2661,2014VOVA01,Ethan Vovan,644.98,764.39,37.56,30.06
2662,2016MULY01,"Mulyono
Name: name,",645.04,681.47,37.55,40.24
2663,2017LEET01,Tristan Lee,645.05,682.43,37.55,40.1
2664,2013EKSI01,Melda Eksi,645.23,695.14,37.52,38.38
2665,2018LIPE01,Pengji Li,645.26,685.14,37.52,39.73
2666,2015SRIN02,Swami Srinivasan,645.37,689.66,37.5,39.12
2667,2015CHAK01,Snehashish Chakravarti,645.41,692.88,37.5,38.69
2668,2011MELI01,Artem Melikian,645.5,710.28,37.48,36.41
2669,2009MASR01,Mohd Ashroof,645.65,679.24,37.46,40.54
2670,2018ZHOU25,Xincen Zhou,645.83,782.53,37.44,28.17
2671,2010DURA01,Maciej Durański,646.15,680.8,37.39,40.33
2672,2014LOZA01,Elias Jesús,646.17,708.35,37.39,36.66
2673,2017MINS02,Youk MinSeop,646.23,707.29,37.38,36.8
2674,2018KUZN11,Kacper Kuźniak,646.31,671.06,37.37,41.69
2675,2017JUNH01,Jeon Junhyeok,646.36,687.71,37.36,39.38
2676,2011XUSI01,Sikai Xu,646.41,694.53,37.35,38.47
2677,2009KNOP01,Nathaniel Knopf,646.62,698.9,37.32,37.89
2678,2009LIJI03,Jiajun Li,646.67,683.4,37.32,39.97
2679,2016ARRO05,Milko Sebastián,646.75,689.31,37.3,39.17
2680,2009BEDR01,Anton Bedrichenko,646.92,700.95,37.28,37.62
2681,2013MIKH01,Alexey Mikhailov,646.92,726.01,37.28,34.46
2682,2017GOME25,Dayner Gomez,646.94,720.25,37.28,35.16
2683,2015CHEN75,Mingyu Chen,647.12,696.53,37.25,38.2
2684,2007ROKA02,Gábor Róka,647.22,687.71,37.24,39.38
2685,2015FRAN07,Alfred Frändberg,647.23,707.53,37.24,36.77
2686,2017MINA04,Hannah Minas,647.26,708.06,37.23,36.7
2687,2013TSCH01,Lars Tschümperlin,647.32,680.67,37.22,40.35
2688,2016ELLI03,Patrick Ellis,647.4,688.59,37.21,39.26
2689,2018SPRI02,Alex Springer,647.46,709.77,37.2,36.48
2690,2010HOLZ02,Artur Holzmann,647.5,696.89,37.2,38.15
2691,2018REHF01,Luc Rehfeld,647.57,709.88,37.19,36.46
2692,2017FARA06,Muhtasim Al,647.73,706.97,37.17,36.84
2693,2015CHEZ01,Zhiyuan Chen,647.87,788.47,37.15,27.58
2694,2010CHIU01,Samuel Chiu,647.88,713.31,37.14,36.03
2695,2004KRIG01, ,648.02,719.44,37.12,35.26
2696,2007NESS01,Christopher Ness,648.07,692.36,37.12,38.76
2697,2017NAZE01,Arif Luqman,648.1,698.98,37.11,37.88
2698,2017METT01,Viljami Mettovaara,648.16,709.55,37.1,36.51
2699,2010SANC04,Fernando Daniel,648.19,719.08,37.1,35.31
2700,2012WANG23,Ke Wang,648.27,713.94,37.09,35.95
2701,2015MALO01,Aden Malone,648.33,697.6,37.08,38.06
2702,2013AYAL03,Duval Valdes,648.43,692.5,37.07,38.74
2703,2015EDMO01,Michael Edmonds,648.55,703.61,37.05,37.27
2704,2016ELOV01,Viljo Elo,648.59,710.36,37.04,36.4
2705,2014LIMA09,Francisco Alberto,648.59,703.02,37.04,37.35
2706,2016MUNO02,Noé Muñoz,648.66,697.67,37.03,38.05
2707,2018SUJI04,Jinhui Su,648.72,691.0,37.03,38.94
2708,2014MORI01,Kaito Mori,648.82,702.93,37.01,37.36
2709,2015MCNE02,Mike McNeill,648.98,694.03,36.99,38.53
2710,2017SHEN31,Yixiao Shen,649.01,686.35,36.98,39.57
2711,2016SING16,Paramvir Singh,649.02,697.05,36.98,38.13
2712,2016GEEN01,Nathaniel Gee,649.06,707.01,36.98,36.83
2713,2011WANG18,Xu Wang,649.54,698.33,36.91,37.96
2714,2014GULA02,Abdullah Gulab,649.74,694.22,36.88,38.51
2715,2012XHEM01,Albin Sten,649.75,704.59,36.88,37.14
2716,2015DIEH02,Jared Diehl,649.77,721.97,36.88,34.95
2717,2017PRAA01,Tibor Jerry,650.02,714.09,36.84,35.93
2718,2017JINJ02,Jintao Jin,650.21,715.97,36.82,35.69
2719,2013MORA08,Gabrielle Morasse,650.46,701.72,36.78,37.52
2720,2017VEGE01,Francis Daniels,650.53,691.73,36.77,38.84
2721,2017NOEL03,Lukas Noel,650.86,716.21,36.72,35.66
2722,2015NABI01,Javid Nabizade,650.87,717.7,36.72,35.48
2723,2011ROSA06,Daniel Waldir,651.07,702.52,36.69,37.41
2724,2016GUOJ03,Jing Guo,651.07,686.17,36.69,39.59
2725,2018DITT02,Mike Ditton,651.28,708.1,36.67,36.69
2726,2017VELA04,Arcadio Soriano,651.34,722.24,36.66,34.92
2727,2017CHUO01,Austin Chuong,651.56,689.9,36.63,39.09
2728,2011BOGA01,Anders Bogan,651.65,739.44,36.61,32.86
2729,2005CAMP01,Dave Campbell,651.78,696.23,36.6,38.24
2730,2006GALE01,Arnaud van,651.81,722.31,36.59,34.91
2731,2017STET01,Aaron Stettner,651.9,708.32,36.58,36.66
2732,2016ZHAO42,Dasheng Zhao,651.91,694.7,36.58,38.44
2733,2017GRAY02,Ashley Gray,652.01,696.64,36.56,38.19
2734,2015KOZM01,Keith Kozma,652.31,688.03,36.52,39.34
2735,2015NIET01,Danilo Toro,652.34,701.53,36.52,37.54
2736,2010RADI01,Achmad Gusti,652.42,714.21,36.51,35.92
2737,2011VENE02,Juan Pablo,652.5,709.33,36.49,36.53
2738,2016KEOG01,Ben Keogh,652.64,682.66,36.47,40.07
2739,2017RITT02,Ross Ritter,652.66,732.82,36.47,33.64
2740,2016GREE04,Steve Greer,652.69,699.28,36.47,37.84
2741,2016HOUG01,Levin Houghton,652.7,722.51,36.47,34.88
2742,2019BRIN04,Hugo Kinichi,652.71,691.89,36.46,38.82
2743,2017EXNE01,Carl Emil,652.74,799.7,36.46,26.49
2744,2016TRAN11,Ngan Tran,652.74,683.37,36.46,39.97
2745,2011LINY05,Yan-Jou Lin,652.88,724.81,36.44,34.6
2746,2012BILL01,Gregor Billing,652.9,703.61,36.44,37.27
2747,2015SMED01,Christian Smedegaard,652.94,722.84,36.43,34.84
2748,2017STEW08,Jack Stewart,652.94,688.72,36.43,39.24
2749,2014BYTN01,Mateusz Bytner,652.95,703.86,36.43,37.24
2750,2016VOGE01,Paul Vögele,653.02,715.52,36.42,35.75
2751,2015WILD01,Noah Wilde,653.11,702.95,36.41,37.36
2752,2013ZOLL01,Ben Zoller,653.34,699.83,36.38,37.76
2753,2016MCNA02,Henry McNamara,653.45,716.74,36.36,35.6
2754,2014ZHAO10,Jiazheng Zhao,653.45,721.84,36.36,34.97
2755,2012ZHAN33,Baoquan Zhang,653.52,692.05,36.35,38.8
2756,2011CHIE01,Mitchell Chiew,653.53,715.84,36.35,35.71
2757,2013BRYC01,Christine Brychcy,653.88,709.11,36.3,36.56
2758,2010RAIH01,Fakhri Raihaan,654.06,691.93,36.28,38.81
2759,2014MCGL01,Hugh McGlone,654.1,702.29,36.27,37.44
2760,2009TOMC01,Piotr Tomczyk,654.12,703.85,36.27,37.24
2761,2014BERE02,Edward Berezin,654.29,712.91,36.24,36.08
2762,2018MCGA01,Christopher McGalliard,654.34,718.49,36.24,35.38
2763,2016MAGT01,Alexis Margaret,654.35,775.15,36.24,28.93
2764,2018BAGL02,Dylan Barton,654.89,719.67,36.16,35.23
2765,2018ROJA08,Pablo Israel,654.98,719.2,36.15,35.29
2766,2014RIVE03,Jonathan Efraín,655.11,699.44,36.13,37.82
2767,2017YANG49,Yucheng Yang,655.14,703.48,36.13,37.29
2768,2011BRIG01,Rey Anthony,655.27,716.15,36.11,35.67
2769,2018TEMP01,Valentin Tempere,655.27,700.37,36.11,37.69
2770,2013STIA01,Simen Stiansen,655.49,700.97,36.08,37.62
2771,2014PIOT01,Ricardo Piotti,655.72,748.65,36.05,31.8
2772,2017JONE04,Hunter Jones,655.77,728.39,36.04,34.17
2773,2013PASA01,Filip Pasławski,655.95,716.01,36.01,35.69
2774,2016GUER11,Luis Fernando,655.96,702.04,36.01,37.48
2775,2008BORU01,Holger Stadel,656.38,714.34,35.96,35.9
2776,2010ADIT01,Taufan Aditomo,656.49,706.86,35.94,36.85
2777,2013HUAN30,Juan Pablo,656.53,703.23,35.93,37.32
2778,2016RACI03,Riccardo Raciti,656.8,690.05,35.9,39.07
2779,2014RONG01,Jonas Rongé,657.03,703.5,35.87,37.29
2780,2017WEIN03,Nicholas Tan,657.28,759.35,35.83,30.61
2781,2015VILL14,Mervin Villaceran,657.64,720.82,35.78,35.09
2782,2016BISW02,Rik Ganguli,657.65,718.05,35.78,35.43
2783,2011STAC01,Marcin Stachura,657.83,724.75,35.76,34.61
2784,2016RYAN06,Nieh Zee,658.28,716.85,35.69,35.58
2785,2014SERR04,Evan Serrano,658.6,734.54,35.65,33.43
2786,2017KERN01,Jack A.,658.67,724.62,35.64,34.63
2787,2016MOBE01,Marcus Moberg,658.93,695.9,35.61,38.28
2788,2012IVAN02,Andrey Ivanov,658.97,711.49,35.6,36.26
2789,2014CLOU01,Cole Cloud,659.02,727.53,35.59,34.27
2790,2008TAIC01,Chia-Liang Tai,659.05,698.11,35.59,37.99
2791,2017MCCO04,Adam McCormick,659.14,720.18,35.58,35.17
2792,2013HRNK01,Filip Hrnko,659.29,726.21,35.56,34.43
2793,2013DOMI02,Rusty Louis,659.3,697.15,35.55,38.12
2794,2014BURA01,Ariel Burak,659.35,721.18,35.55,35.05
2795,2014GUTI04,Jesus Crisostomo,659.55,746.59,35.52,32.03
2796,2008ZHAN13,Hong Zhang,659.58,706.51,35.52,36.9
2797,2018TANE03,Ethan Tan,659.74,718.7,35.49,35.35
2798,2014WUMI01,Mingtao Wu,659.95,717.97,35.47,35.44
2799,2012FANG03,Hanyu Fang,660.0,711.59,35.46,36.25
2800,2012SZEW01,Patryk Szewczyk,660.06,692.55,35.45,38.73
2801,2019GEHR02,Janek Gehrlein,660.07,706.99,35.45,36.83
2802,2016WATA01,Kazutaka Watanabe,660.27,689.26,35.42,39.17
2803,2015ANAC01,Matheus Felipe,660.32,720.44,35.42,35.14
2804,2017MORE03,Bhavesh Bhimrao,660.4,714.62,35.4,35.86
2805,2018RAMI32,Fernando Nicolás,660.44,703.42,35.4,37.3
2806,2019THOM09,Clary Thompson,660.47,707.55,35.39,36.76
2807,2014YUWE01,Wesley Weishen,660.49,753.49,35.39,31.26
2808,2014YOOT01,Tristan Yoo,660.49,719.07,35.39,35.31
2809,2013PAUL03,Rimas Pauliukevičius,660.62,732.05,35.37,33.73
2810,2015QUON01,Fred Quong,660.89,713.9,35.34,35.95
2811,2016HOLL02,Jordan Hollingsworth,661.39,730.11,35.27,33.96
2812,2014CAOS02,Siming Cao,661.76,707.97,35.22,36.71
2813,2012GLON01,Flavian Glonț,662.12,688.7,35.17,39.25
2814,2018LOOR01,Alex Loor,662.2,712.37,35.16,36.15
2815,2015YANC03,Caijie Yan,662.27,704.65,35.15,37.14
2816,2012DROZ02,Radosław Drozdowicz,662.38,731.28,35.14,33.82
2817,2017GREE07,Jake Green,662.64,715.42,35.1,35.76
2818,2016CHAI03,Michael Chai,662.84,764.33,35.07,30.07
2819,2009KOBA04,Rodrigo Kenji,662.84,718.73,35.07,35.35
2820,2013SARM01,Juan Felipe,662.87,716.04,35.07,35.69
2821,2007POLK01,Adam Polkowski,662.95,712.32,35.06,36.15
2822,2014SANC05,Gregorio Missael,663.1,715.87,35.04,35.71
2823,2014PAST03,Daniel Ortega,663.25,729.4,35.02,34.05
2824,2014LEHW01,Daniel Lehwing,663.34,731.24,35.01,33.83
2825,2014TONG01,Wang Tong,663.38,693.96,35.0,38.54
2826,2012CHEN25,Jingyuan Chen,663.45,718.43,34.99,35.39
2827,2016WOLF04,Sergey Wolferts,663.45,777.71,34.99,28.66
2828,2010HAFN01,Sebastian Häfner,663.61,712.58,34.97,36.12
2829,2014CERN01,Pavel Černý,663.7,716.99,34.96,35.57
2830,2014PATT03,Ritwik Pattnaik,663.76,704.73,34.95,37.13
2831,2017APRI01,Daniel Aprilianto,663.88,702.81,34.93,37.38
2832,2016NORD02,Theodor Nordstrand,663.89,743.91,34.93,32.34
2833,2017JANS05,Samuel Janssen,664.09,731.9,34.9,33.75
2834,2016TONG06,Ziqiang Tong,664.21,704.7,34.89,37.13
2835,2015PERE29,Manuel Aleandro,664.37,709.82,34.87,36.47
2836,2017RAMI08,Angel Alexis,664.46,740.27,34.85,32.76
2837,2017HUNT05,Nathan Hunter,664.56,708.06,34.84,36.7
2838,2015GHID01,Aditya Ghidora,664.83,694.99,34.81,38.4
2839,2017MART94,Víctor Adán,664.97,720.64,34.79,35.11
2840,2018ENCH01,George Enchev,665.0,744.91,34.78,32.22
2841,2017VLAD02,Turcanu Vlad,665.07,705.03,34.77,37.09
2842,2010GWIZ01,Kacper Gwizdała,665.16,749.39,34.76,31.71
2843,2011YOUA01,Albert You,665.24,712.89,34.75,36.08
2844,2014ZARA01,Rodrigo Zarate,665.36,720.09,34.73,35.18
2845,2009KHAL01,Muhammad Jihan,665.41,706.95,34.73,36.84
2846,2016LAGO04,Mykhailo Lagoida,665.48,749.92,34.72,31.66
2847,2009KASE02,Christian Kaserer,665.59,711.57,34.7,36.25
2848,2018MARI08,Sergey Marin,665.67,708.69,34.69,36.62
2849,2016JARV01,Leevi Järvinen,665.83,719.76,34.67,35.22
2850,2016TORO03,Leonardo Sanchez,665.92,711.97,34.66,36.2
2851,2011KIJV01,Nuttanai Kijviwattanakarn,665.98,707.38,34.65,36.78
2852,2016DAYA02,Suraj Dayal,666.03,702.75,34.64,37.38
2853,2018KHLE01,Kirill Khlestunov,666.06,723.89,34.64,34.71
2854,2017MINH32,Nguyễn Tuấn,666.15,701.12,34.63,37.6
2855,2013MORO01,Szymon Moroń,666.22,720.02,34.62,35.19
2856,2014DAYM01,Max Day,666.24,728.93,34.62,34.1
2857,2015BAKK01,Brendan Bakker,666.25,694.49,34.61,38.47
2858,2018SCHE07,Leonid Shcherbakov,666.74,743.71,34.55,32.36
2859,2013ANDR04,Mateusz Andrzejewski,666.85,720.76,34.53,35.1
2860,2010PRAB02,Tanto Prabowo,666.88,711.56,34.53,36.25
2861,2017SAUT01,Ruslan Sautbekov,666.89,702.8,34.53,37.38
2862,2019LAWS01,Quinn Lawson,667.03,690.29,34.51,39.03
2863,2013MCCA01,Michael McCarty,667.06,724.04,34.51,34.7
