Name,Country,Competition,Minimum Time Needed,Current WR,Solve1,Solve2
Bo Huang (黄镈),China,Shenzhen3x3Days2019,16.0,24.0,27.0,29.0
Tommy Kiprillis,Australia,MelbourneMentalMania2019,22.0,24.0,27.0,23.0
Laurids Abelsen Holm,Denmark,AarhusSpring2019,17.0,24.0,24.0,31.0
Debartha Chakraborty,India,IITKanpurOpen2019,16.0,24.0,27.0,29.0
Feliks Zemdegs,Australia,KoalaficationSydney2019,18.0,24.0,24.0,30.0
Dohyun Kim (김도현),Korea,PleaseBeQuietKorea2019,24.0,24.0,24.0,24.0
Reto Bubendorf,Switzerland,PoliMiMentalBreakdown2019,18.0,24.0,27.0,27.0
Sebastiano Tronto,Italy,PoliMiMentalBreakdown2019,18.0,24.0,27.0,27.0
Karam Al-Robaie,United Kingdom,PoliMiMentalBreakdown2019,19.0,24.0,28.0,25.0
Sebastiano Tronto,Italy,PoliMiMentalBreakdown2019,23.0,24.0,26.0,23.0
Wong Chong Wen (黄崇文),Singapore,MedanMiniAllEvents2019,22.0,24.0,22.0,28.0
Matěj Grohmann,Czech Republic,KostelecOpen2019,23.0,24.0,27.0,22.0
Karol Zakrzewski,Poland,KostelecOpen2019,16.0,24.0,28.0,28.0
Harry Savage,United Kingdom,FMCEurope2019,18.0,24.0,24.0,30.0
Daniel Sheppard,United Kingdom,FMCEurope2019,19.0,24.0,28.0,25.0
Karam Al-Robaie,United Kingdom,FMCEurope2019,18.0,24.0,26.0,28.0
Matěj Grohmann,Czech Republic,FMCEurope2019,18.0,24.0,26.0,28.0
Nicolas Gertner,France,FMCEurope2019,19.0,24.0,30.0,23.0
Fabio Schwandt,United Kingdom,FMCEurope2019,19.0,24.0,29.0,24.0
Nathan Dwyer,USA,FMCEurope2019,17.0,24.0,24.0,31.0
Linus Frész,Germany,FMCEurope2019,18.0,24.0,30.0,24.0
Sébastien Auroux,Germany,FMCEurope2019,17.0,24.0,26.0,29.0
Jan Zych,Poland,FMCEurope2019,17.0,24.0,27.0,28.0
Tomohiro Kobayashi (小林知広),Japan,PleaseBeQuietTokyo2019,17.0,24.0,25.0,30.0
Shuto Ueno (上野柊斗),Japan,PleaseBeQuietTokyo2019,18.0,24.0,25.0,29.0
Shivam Bansal,India,IndianNationals2019,17.0,24.0,31.0,24.0
Yiwei Liu (刘伊玮),China,FMCShanghai2019,18.0,24.0,27.0,27.0
Baiqiang Dong (董百强),China,FMCShanghai2019,16.0,24.0,28.0,28.0
Maosheng Chen (陈茂盛),China,FMCShanghai2019,20.0,24.0,28.0,24.0
Baiqiang Dong (董百强),China,FMCShanghai2019,17.0,24.0,26.0,29.0
Fabio Schwandt,United Kingdom,HamburgInternational2019,18.0,24.0,28.0,26.0
Emanuel Rheinert,Germany,HamburgInternational2019,18.0,24.0,28.0,26.0
Laura Ohrndorf,Germany,HamburgInternational2019,20.0,24.0,30.0,22.0
Tommy Kiprillis,Australia,KoalaficationCanberra2019,17.0,24.0,25.0,30.0
Cale Schoon,USA,ClockNFMCWisconsin2019,17.0,24.0,29.0,26.0
Walker Welch,USA,ClockNFMCWisconsin2019,18.0,24.0,27.0,27.0
Nicolas Gertner,France,FrenchChampionship2019,18.0,23.0,28.0,23.0
Malte Ihlefeld,Germany,FrenchChampionship2019,20.0,23.0,28.0,21.0
Jan Bentlage,Germany,FrenchChampionship2019,17.0,23.0,25.0,27.0
Christopher Chi,USA,EmpireStateSpring2019,18.0,23.0,25.0,26.0
Niko Ronkainen,Finland,EasterFMCKamppi2019,20.0,23.0,25.0,24.0
Laurids Abelsen Holm,Denmark,KMGSpring2019,21.0,23.0,21.0,27.0
Reto Bubendorf,Switzerland,SavoieMentalBreakdown2019,16.0,23.0,26.0,27.0
Mark Boyanowski,USA,MentalBreakdownWashington2019,17.0,23.0,24.0,28.0
Sébastien Auroux,Germany,MentalBreakdownCapelle2019,21.0,23.0,25.0,23.0
Sebastiano Tronto,Italy,MentalBreakdownCapelle2019,17.0,23.0,25.0,27.0
Malte Ihlefeld,Germany,MentalBreakdownCapelle2019,16.0,23.0,28.0,25.0
Erik Akkersdijk,Netherlands,MentalBreakdownCapelle2019,16.0,23.0,20.0,33.0
AJ Kamal,USA,Meadowlands2019,17.0,23.0,26.0,26.0
Mark Boyanowski,USA,PleaseBeQuietWPISpring2019,16.0,23.0,27.0,26.0
Michael Young,USA,FewestMovesLA2019,17.0,23.0,24.0,28.0
Michael Young,USA,FewestMovesLA2019,18.0,23.0,22.0,29.0
Mark Boyanowski,USA,GreatLakesChampionship2019,17.0,23.0,26.0,26.0
Jan Zych,Poland,WroclawFMCMasters2019,19.0,23.0,24.0,26.0
Reto Bubendorf,Switzerland,SwedishChampionship2019,17.0,23.0,26.0,26.0
Mark Boyanowski,USA,MentalBreakdownMinnesota2019,19.99,22.33,23.0,24.0
Walker Welch,USA,MentalBreakdownMinnesota2019,15.99,22.33,24.0,27.0
Harry Savage,United Kingdom,FMC2019,19.0,22.0,21.0,26.0
Baiqiang Dong (董百强),China,FMC2019,22.0,22.0,21.0,23.0
Cale Schoon,USA,FMC2019,17.0,22.0,23.0,26.0
Mark Boyanowski,USA,FMC2019,17.0,22.0,21.0,28.0
Sébastien Auroux,Germany,FMC2019,17.0,22.0,28.0,21.0
Wong Chong Wen (黄崇文),Singapore,MedanFarewell2019,16.0,22.0,25.0,25.0
Mark Boyanowski,USA,WarmUpCanberra2019,16.0,22.0,26.0,24.0
Sebastiano Tronto,Italy,WC2019,17.0,22.0,25.0,24.0
Cale Schoon,USA,CubingUSANationals2019,18.0,22.0,23.0,25.0
Zachary Ochs,USA,CubingUSANationals2019,18.0,22.0,22.0,26.0
Christopher Chi,USA,Michigan2019,17.0,22.0,23.0,26.0
Mark Boyanowski,USA,Michigan2019,17.0,22.0,23.0,26.0
Shuto Ueno (上野柊斗),Japan,CubeCampinKanazawa2019,19.0,22.0,23.0,24.0
Kacper Rafalski,Poland,GLSCupIII2019,21.0,22.0,25.0,20.0
Wong Chong Wen (黄崇文),Singapore,PleaseBeQuietMerdeka2019,20.0,22.0,23.0,23.0
Mark Boyanowski,USA,FMCNorthAmericaWest2019,17.0,22.0,23.0,26.0
Tommy Kiprillis,Australia,BoxHillBigBlindBonanza2019,22.0,22.0,21.0,23.0
Sébastien Auroux,Germany,MentalBreakdownGermany2019,16.0,22.0,24.0,26.0
Dávid Balog,Hungary,HungarianOpen2019,19.0,22.0,21.0,26.0
Shuto Ueno (上野柊斗),Japan,AyaseAutumn2019,21.0,22.0,26.0,19.0
Walker Welch,USA,SiouxFall2019,16.0,22.0,23.0,27.0
Jan Zych,Poland,PolishChampionship2019,17.0,22.0,23.0,26.0
Jonatan Kłosko,Poland,PolishChampionship2019,16.0,22.0,26.0,24.0
Daniel Sheppard,United Kingdom,UKChampionship2019,18.0,22.0,24.0,24.0
Harry Savage,United Kingdom,UKChampionship2019,17.0,22.0,20.0,29.0
Cale Schoon,USA,FMCAmericas2019,18.0,22.0,26.0,22.0
Christopher Chi,USA,FMCAmericas2019,17.0,22.0,25.0,24.0
Andrew Nathenson,USA,FMCAmericas2019,16.0,22.0,27.0,23.0
Wong Chong Wen (黄崇文),Singapore,MalaysiaCubeChampionship2019,17.0,22.0,22.0,27.0
Jan Zych,Poland,SantaClausCubeRace2019,16.0,22.0,24.0,26.0
Firstian Fushada (符逢城),Indonesia,FMCAsia2019,17.0,22.0,24.0,25.0
Baiqiang Dong (董百强),China,FMCAsia2019,17.0,22.0,26.0,23.0
Tomohiro Kobayashi (小林知広),Japan,FMCAsia2019,16.0,22.0,23.0,27.0
Ruei-Ying Huang (黃睿穎),Taiwan,TaiwanChampionship2019,17.0,22.0,25.0,24.0
Sébastien Auroux,Germany,FMCGermany2019,16.0,22.0,25.0,25.0
Malte Ihlefeld,Germany,FMCGermany2019,21.0,22.0,21.0,24.0
Noah Kraft,Germany,FMCGermany2019,17.0,22.0,28.0,21.0
Jan Bentlage,Germany,FMCGermany2019,18.0,22.0,24.0,24.0
Sebastiano Tronto,Italy,FMCGermany2019,16.0,22.0,24.0,26.0
Wilson Alvis (陈智胜),Indonesia,Medan10thAnniversary2019,16.0,22.0,26.0,24.0
Walker Welch,USA,Wiscube2019,20.0,22.0,23.0,23.0
Cale Schoon,USA,Wiscube2019,16.0,22.0,27.0,23.0
Carter Kucala,USA,Wiscube2019,16.0,22.0,28.0,22.0
Cale Schoon,USA,Wiscube2019,19.0,22.0,25.0,22.0
Firstian Fushada (符逢城),Indonesia,SelangorCubeOpen2019,21.0,22.0,23.0,22.0
Mark Boyanowski,USA,NoShoesKentucky2019,16.0,22.0,23.0,27.0
Christopher Chi,USA,NoShoesKentucky2019,16.0,22.0,24.0,26.0
Kit Clement,USA,WashingtonChampionship2020,17.0,21.0,21.0,25.0
Tommy Kiprillis,Australia,MelbourneSummer2020,18.0,21.0,25.0,20.0
Zachary Ochs,USA,BlueRidgeMountains2020,17.0,21.0,23.0,23.0
Sébastien Auroux,Germany,HamburgInternational2020,17.0,21.0,25.0,21.0
Joshua Hounslow,Australia,SlowDownPerth2020,16.0,21.0,24.0,23.0
Mauro Moises López,Spain,OnlyFMC2020,20.0,21.0,24.0,19.0
