Competition,Round,Group,Average Memo Length,Scramble 1,Scramble 2,Scramble 3
BerkeleyMindSports2014,f,A,18.67,L2 B' L2 F U2 B U2 B2 R2 D2 L' F R D L D L' D2 B L U Rw',U' B2 L2 D B2 D L2 F2 U' F2 D2 F' L2 D L B U2 L' F R F Rw Uw2,R2 U' L2 R2 F2 U R2 F2 L2 U2 R D F' R' U2 L' D L2 B D2 Rw' Uw'
