name,country,777
Ciarán Beahan,Ireland,1137
János Bereczki,Romania,1133
Tymon Kolasiński,Poland,1117
Michał Halczuk,Poland,1094
Martin Vædele Egdal,Denmark,1087
Max Park,USA,1057
Zixuan Liu (刘子瑄),China,1052
Zhangshuai Zhou (周章率),China,1049
Magnus Søndergaard Byrne,Denmark,1044
Kerem Eroğlu,Turkey,1041
Weiqin Yang (杨伟钦),China,1030
Ping-Yueh Huang (黃品越),Taiwan,1028
Ivan Torgashov (Иван Торгашов),Russia,1016
Przemysław Kaleta,Poland,1015
Feliks Zemdegs,Australia,1009
Mateusz Szulik,Poland,1008
Yu Tang (唐语),China,1005
Magnus Patrick Kanstrup,Denmark,1004
Wong Kin Lok (黃健樂),Hong Kong,1004
Kai-Wen Wang (王楷文),Taiwan,1003
Ivan Lew Yi Wen (刘义文),Malaysia,983
Bartłomiej Owczarek,Poland,980
Shih-Hao Wang (王士豪),Taiwan,978
Marek Majerik,Slovakia,978
Junliang Huang (黄骏亮),China,976
Alexis Rodrigo Cazu Mendoza,Mexico,976
Celine Tran,Norway,971
Seung Hyuk Nahm (남승혁),Korea,969
Jakob Gunnarsson,Sweden,966
Ryan Driscoll,Australia,959
Ahmet Çınar Ablak,Turkey,957
Tom Stanton-Barnett,New Zealand,957
Yi-Fan Wu (吳亦凡),Taiwan,955
Xin Luo (罗鑫),China,953
Jiayang Zhang (张嘉阳),China,951
Karol Zakrzewski,Poland,949
Anyu Zhang (张安宇),China,941
Łukasz Burliga,Poland,934
Bautista Bonazzola,Argentina,930
Daniel Vædele Egdal,Denmark,930
An Hu (胡安),China,929
He-Ping Zheng (鄭和平),Taiwan,929
Michał Mlostek,Poland,927
Ben Kirby,New Zealand,926
Xuming Wang (王旭明),China,926
Aleksandr Nedelko,Russia,925
Weifu Shen (沈为夫),China,923
Tristan Chua Yong,Singapore,921
Laura Holzhauer,Germany,921
Zachary White,USA,920
Andy Gong,Australia,920
Wenxuan Tang (唐文轩),China,918
Krystian Załuski,Poland,918
Benjamin Wei,USA,918
Igor Tarasov (Ігор Тарасов),Ukraine,918
Eli Jay,United Kingdom,913
Zhaoyang Hong (洪兆阳),China,912
Ahmad Ayman,Egypt,908
