name,country,222
Tymon Kolasiński,Poland,1340
Joshua Hounslow,Australia,1332
Feliks Zemdegs,Australia,1317
Maciej Czapiewski,Poland,1317
Andy Gong,Australia,1314
Jode Brewster,Australia,1307
Lachlan Stephens,Australia,1302
Piotr Tokarski,Poland,1297
Phoenix Patterson,Australia,1293
Alexey Tsvetkov,Russia,1289
Zayn Khanani,USA,1284
Magdalena Pabisz,Poland,1279
Jiazhou Li (李佳洲),China,1279
Yingjian Gong (龚英健),China,1274
Will Gurnett,Australia,1271
Riley Dexter,Australia,1271
Tim Xie,New Zealand,1270
Sky Guo (郭建欣),Hong Kong,1270
Zhibo Jin (金智博),China,1268
Benjamin Warry,Australia,1265
Guanbo Wang (王冠博),China,1263
Jonathan Charlesworth,Australia,1262
Łukasz Burliga,Poland,1261
Rilang Cao (曹日朗),China,1256
Adam Jagła,Poland,1256
David Epstein,Australia,1255
George Scholey,United Kingdom,1253
Tyler Williams,Australia,1250
Xiaoke Xu (徐晓珂),China,1249
Martin Vædele Egdal,Denmark,1248
Dwyane Ramos,New Zealand,1245
Michał Krasowski,Poland,1244
Antonie Paterakis,Greece,1239
Zhiyuan Ma (马之元),China,1238
Lennon Hughes,Australia,1233
Huang-Bang Fang (房黃邦),Taiwan,1232
Rasmus Stub Detlefsen,Denmark,1228
Yezhen Han (韩业臻),China,1227
Mikołaj Zubowicz,Poland,1226
Jiekang Pan (潘杰康),China,1222
Alexander Bashutkin,Russia,1220
Zak Kenny,Australia,1219
Ethan Stevens,Australia,1218
Yibo Wang (王奕博),China,1216
Joe Davis,Australia,1216
Alexander Vujcich,New Zealand,1213
Izan Cantero Herrera,Spain,1213
Thomas Schmidt,Denmark,1212
Jayden McNeill,Australia,1211
Jeann Valdez,Australia,1211
Kai-Wen Wang (王楷文),Taiwan,1211
Marquez Phan,Australia,1210
Olaf Kuźmiński,Poland,1206
Yinghao Wang (王鹰豪),China,1206
Xinyun Chen (陈新运),China,1204
Kajetan Opach,Poland,1202
Daniel Vædele Egdal,Denmark,1199
Yiheng Wang (王艺衡),China,1198
Ben Stokes,United Kingdom,1196
Ivan Polkanov (Иван Полканов),Russia,1196
Ben Whitmore,United Kingdom,1195
Chenhao Ma (马晨皓),China,1193
Yu-Kai Chen (陳宇楷),Taiwan,1193
Xulang Li (黎旭朗),China,1189
Nguyễn Khang Minh,Vietnam,1188
Lucas O'Connell,New Zealand,1188
Zhenyu Wang (王振宇),China,1187
Luke Van Laningham,USA,1187
Alevio Hamizan Ersha,Indonesia,1186
Simon Jansson,Sweden,1186
Jan Zych,Poland,1184
Chengyang Song (宋成阳),China,1184
Harry Savage,United Kingdom,1183
Mats Valk,Netherlands,1183
Yanchen Zhu (朱彦臣),China,1183
Jay Calter,Australia,1182
Bartłomiej Owczarek,Poland,1181
Angela Braganza,New Zealand,1180
Bill Hammill,United Kingdom,1178
Carter Kucala,USA,1177
Bryan Eng,Australia,1177
Yan-Hung Lai (賴彥宏),Taiwan,1174
Andrey Che,Russia,1174
Yannick Richter,Germany,1172
Charlie Eggins,Australia,1172
Dylan Johnston,Australia,1172
Sam Sieracki,Australia,1169
Sendi Hu (胡森迪),China,1168
Jiate Xie (谢佳特),China,1167
